0,30,0,30
1,24,0,26
2,29,0,29
3,29,0,30
4,32,0,34
5,21,0,27
6,23,0,23
7,29,0,29
8,22,0,23
9,26,0,26
10,25,0,25
11,26,0,26
12,23,0,23
13,25,0,25
14,34,0,34
15,32,0,38
16,27,0,37
17,28,0,37
18,20,0,29
19,26,0,27
20,15,0,15
21,21,0,21
22,20,0,20
23,29,0,29
24,20,0,21
25,24,0,24
26,19,0,19
27,19,0,19
28,42,0,42
29,21,0,35
30,25,0,32
31,30,0,34
32,26,0,32
33,22,0,26
34,27,0,27
35,25,0,25
36,25,0,25
37,35,0,35
38,22,0,29
39,29,0,30
40,25,0,27
41,29,0,29
42,24,0,25
43,31,0,31
44,22,0,25
45,23,0,23
46,29,0,29
47,32,0,33
48,18,0,23
49,33,0,33
50,25,0,30
51,18,0,20
52,21,0,21
53,27,0,27
54,31,0,31
55,23,0,26
56,18,0,18
57,15,0,15
58,24,0,24
59,18,0,18
60,21,0,21
61,35,0,35
62,32,0,39
63,30,0,41
64,22,0,35
65,25,0,32
66,23,0,27
67,28,0,28
68,25,0,25
69,27,0,27
70,25,0,25
71,17,0,17
72,24,0,24
73,33,0,33
74,33,0,38
75,28,0,38
76,22,0,32
77,28,0,32
78,27,0,31
79,23,0,26
80,27,0,27
81,20,0,20
82,24,0,24
83,31,0,31
84,30,0,33
85,23,0,28
86,21,0,21
87,31,0,31
88,23,0,26
89,27,0,27
90,34,0,34
91,26,0,32
92,27,0,31
93,30,0,33
94,24,0,29
95,32,0,33
96,24,0,29
97,29,0,30
98,27,0,29
99,32,0,33
100,25,0,30
101,21,0,23
102,34,0,34
103,32,0,38
104,20,0,30
105,31,0,33
106,27,0,32
107,24,0,28
108,26,0,26
109,22,0,22
110,29,0,29
111,22,0,23
112,24,0,24
113,21,0,21
114,21,0,21
115,22,0,22
116,26,0,26
117,24,0,24
118,20,0,20
119,32,0,32
120,37,0,41
121,37,0,50
122,45,0,67
123,50,0,89
124,60,0,121
125,55,0,148
126,48,0,168
127,43,0,183
128,49,0,204
129,43,0,219
130,41,0,232
131,40,0,244
132,46,0,262
133,40,0,274
134,38,0,284
135,49,0,305
136,37,0,314
137,50,0,336
138,38,0,346
139,49,0,367
140,36,0,375
141,56,0,403
142,34,0,409
143,45,0,426
144,39,0,437
145,40,0,449
146,51,0,472
147,49,0,493
148,48,0,513
149,58,0,543
150,47,0,562
151,50,0,584
152,36,0,592
153,38,0,602
154,45,0,619
155,36,0,627
156,35,0,634
157,39,0,645
158,44,0,661
159,51,0,684
160,46,0,702
161,50,0,724
162,34,0,730
163,38,0,740
164,77,0,789
165,39,0,800
166,53,25,800
167,37,9,800
168,65,37,800
169,35,7,800
170,53,25,800
171,35,7,800
172,28,0,800
173,55,27,800
174,46,18,800
175,39,11,800
176,38,10,800
177,43,15,800
178,54,26,800
179,51,23,800
180,42,14,800
181,46,18,800
182,46,18,800
183,44,16,800
184,48,20,800
185,37,9,800
186,45,17,800
187,50,22,800
188,41,13,800
189,62,34,800
190,46,18,800
191,53,25,800
192,49,21,800
193,47,19,800
194,33,5,800
195,49,21,800
196,51,23,800
197,55,27,800
198,53,25,800
199,51,23,800
200,59,31,800
201,49,21,800
202,54,26,800
203,60,32,800
204,48,20,800
205,45,17,800
206,38,10,800
207,51,23,800
208,53,25,800
209,36,8,800
210,47,19,800
211,40,12,800
212,47,19,800
213,40,12,800
214,48,20,800
215,42,14,800
216,42,14,800
217,40,12,800
218,35,7,800
219,47,19,800
220,40,12,800
221,47,19,800
222,45,17,800
223,58,30,800
224,41,13,800
225,46,18,800
226,49,21,800
227,37,9,800
228,44,16,800
229,46,18,800
230,56,28,800
231,44,16,800
232,42,14,800
233,52,24,800
234,44,16,800
235,28,0,800
236,42,14,800
237,47,19,800
238,51,23,800
239,40,12,800
240,48,20,800
241,45,17,800
242,45,17,800
243,41,13,800
244,49,21,800
245,39,11,800
246,47,19,800
247,34,6,800
248,43,15,800
249,48,20,800
250,48,20,800
251,47,19,800
252,42,14,800
253,39,11,800
254,47,19,800
255,47,19,800
256,49,21,800
257,42,14,800
258,49,21,800
259,39,11,800
260,55,27,800
261,48,20,800
262,47,19,800
263,41,13,800
264,45,17,800
265,36,8,800
266,41,13,800
267,53,25,800
268,48,20,800
269,36,8,800
270,37,9,800
271,42,14,800
272,46,18,800
273,46,18,800
274,48,20,800
275,41,13,800
276,50,22,800
277,41,13,800
278,42,14,800
279,39,11,800
280,60,32,800
281,28,0,800
282,51,23,800
283,42,14,800
284,39,11,800
285,44,16,800
286,57,29,800
287,55,27,800
288,50,22,800
289,48,20,800
290,37,9,800
291,48,20,800
292,43,15,800
293,50,22,800
294,56,28,800
295,54,26,800
296,52,24,800
297,39,11,800
298,50,22,800
299,46,18,800
300,32,4,800
301,43,15,800
302,43,15,800
303,42,14,800
304,35,7,800
305,36,8,800
306,29,1,800
307,31,3,800
308,42,14,800
309,35,7,800
310,34,6,800
311,41,13,800
312,35,7,800
313,32,4,800
314,30,2,800
315,38,10,800
316,38,10,800
317,29,1,800
318,36,8,800
319,35,7,800
320,41,13,800
321,38,10,800
322,30,2,800
323,30,2,800
324,35,7,800
325,28,0,800
326,29,1,800
327,33,5,800
328,32,4,800
329,44,16,800
330,43,15,800
331,37,9,800
332,41,13,800
333,40,12,800
334,35,7,800
335,32,4,800
336,33,5,800
337,37,9,800
338,36,8,800
339,31,3,800
340,29,1,800
341,27,0,799
342,28,0,799
343,37,8,800
344,33,5,800
345,32,4,800
346,32,4,800
347,27,0,799
348,34,5,800
349,44,16,800
350,36,8,800
351,31,3,800
352,37,9,800
353,39,11,800
354,35,7,800
355,29,1,800
356,42,14,800
357,37,9,800
358,35,7,800
359,30,2,800
360,26,0,798
361,24,0,794
362,30,0,796
363,24,0,792
364,21,0,785
365,23,0,780
366,28,0,780
367,27,0,779
368,36,0,787
369,23,0,782
370,31,0,785
371,20,0,777
372,24,0,773
373,13,0,758
374,29,0,759
375,29,0,760
376,22,0,754
377,19,0,745
378,31,0,748
379,28,0,748
380,17,0,737
381,24,0,733
382,37,0,742
383,28,0,742
384,21,0,735
385,25,0,732
386,31,0,735
387,19,0,726
388,19,0,717
389,23,0,712
390,22,0,706
391,27,0,705
392,29,0,706
393,19,0,697
394,17,0,686
395,17,0,675
396,24,0,671
397,29,0,672
398,27,0,671
399,24,0,667
400,19,0,658
401,26,0,656
402,26,0,654
403,25,0,651
404,26,0,649
405,23,0,644
406,22,0,638
407,31,0,641
408,25,0,638
409,20,0,630
410,26,0,628
411,25,0,625
412,26,0,623
413,26,0,621
414,21,0,614
415,30,0,616
416,18,0,606
417,19,0,597
418,32,0,601
419,20,0,593
420,25,0,590
421,21,0,583
422,30,0,585
423,22,0,579
424,23,0,574
425,31,0,577
426,23,0,572
427,29,0,573
428,27,0,572
429,16,0,560
430,22,0,554
431,29,0,555
432,26,0,553
433,30,0,555
434,22,0,549
435,21,0,542
436,21,0,535
437,26,0,533
438,19,0,524
439,27,0,523
440,29,0,524
441,28,0,524
442,21,0,517
443,24,0,513
444,22,0,507
445,24,0,503
446,21,0,496
447,23,0,491
448,25,0,488
449,20,0,480
450,26,0,478
451,15,0,465
452,23,0,460
453,23,0,455
454,22,0,449
455,28,0,449
456,22,0,443
457,27,0,442
458,25,0,439
459,32,0,443
460,27,0,442
461,29,0,443
462,27,0,442
463,22,0,436
464,27,0,435
465,13,0,420
466,25,0,417
467,30,0,419
468,26,0,417
469,27,0,416
470,25,0,413
471,24,0,409
472,23,0,404
473,28,0,404
474,29,0,405
475,27,0,404
476,20,0,396
477,16,0,384
478,18,0,374
479,27,0,373
480,21,0,366
481,26,0,364
482,28,0,364
483,26,0,362
484,11,0,345
485,13,0,330
486,22,0,324
487,22,0,318
488,27,0,317
489,30,0,319
490,20,0,311
491,23,0,306
492,27,0,305
493,31,0,308
494,27,0,307
495,22,0,301
496,31,0,304
497,21,0,297
498,20,0,289
499,25,0,286
500,30,0,288
501,27,0,287
502,32,0,291
503,21,0,284
504,24,0,280
505,28,0,280
506,31,0,283
507,25,0,280
508,28,0,280
509,33,0,285
510,21,0,278
511,32,0,282
512,25,0,279
513,33,0,284
514,25,0,281
515,25,0,278
516,33,0,283
517,29,0,284
518,29,0,285
519,26,0,283
520,27,0,282
521,39,0,293
522,33,0,298
523,23,0,293
524,31,0,296
525,26,0,294
526,27,0,293
527,28,0,293
528,29,0,294
529,29,0,295
530,22,0,289
531,26,0,287
532,24,0,283
533,20,0,275
534,29,0,276
535,31,0,279
536,31,0,282
537,27,0,281
538,24,0,277
539,26,0,275
540,26,0,273
541,27,0,272
542,25,0,269
543,20,0,261
544,26,0,259
545,16,0,247
546,28,0,247
547,25,0,244
548,30,0,246
549,25,0,243
550,19,0,234
551,25,0,231
552,25,0,228
553,17,0,217
554,29,0,218
555,23,0,213
556,27,0,212
557,24,0,208
558,20,0,200
559,24,0,196
560,21,0,189
561,24,0,185
562,15,0,172
563,28,0,172
564,26,0,170
565,29,0,171
566,26,0,169
567,24,0,165
568,25,0,162
569,39,0,173
570,17,0,162
571,18,0,152
572,27,0,151
