0,30,0,30
1,24,0,40
2,29,0,55
3,29,0,70
4,32,0,88
5,21,0,95
6,23,0,104
7,29,0,119
8,22,0,127
9,26,0,139
10,25,0,150
11,26,0,162
12,23,0,171
13,25,0,182
14,34,0,202
15,32,0,220
16,27,0,233
17,28,0,247
18,20,0,253
19,26,0,265
20,15,0,266
21,21,0,273
22,20,0,279
23,29,0,294
24,20,0,300
25,24,0,310
26,19,0,315
27,19,0,320
28,42,0,348
29,21,0,355
30,25,0,366
31,30,0,382
32,26,0,394
33,22,0,402
34,27,0,415
35,25,0,426
36,25,0,437
37,35,0,458
38,22,0,466
39,29,0,481
40,25,0,492
41,29,0,507
42,24,0,517
43,31,0,534
44,22,0,542
45,23,0,551
46,29,0,566
47,32,0,584
48,18,0,588
49,33,0,607
50,25,0,618
51,18,0,622
52,21,0,629
53,27,0,642
54,31,0,659
55,23,0,668
56,18,0,672
57,15,0,673
58,24,0,683
59,18,0,687
60,21,0,694
61,35,0,715
62,32,0,733
63,30,0,749
64,22,0,757
65,25,0,768
66,23,0,777
67,28,0,791
68,25,2,800
69,27,13,800
70,25,11,800
71,17,3,800
72,24,10,800
73,33,19,800
74,33,19,800
75,28,14,800
76,22,8,800
77,28,14,800
78,27,13,800
79,23,9,800
80,27,13,800
81,20,6,800
82,24,10,800
83,31,17,800
84,30,16,800
85,23,9,800
86,21,7,800
87,31,17,800
88,23,9,800
89,27,13,800
90,34,20,800
91,26,12,800
92,27,13,800
93,30,16,800
94,24,10,800
95,32,18,800
96,24,10,800
97,29,15,800
98,27,13,800
99,32,18,800
100,25,11,800
101,21,7,800
102,34,20,800
103,32,18,800
104,20,6,800
105,31,17,800
106,27,13,800
107,24,10,800
108,26,12,800
109,22,8,800
110,29,15,800
111,22,8,800
112,24,10,800
113,21,7,800
114,21,7,800
115,22,8,800
116,26,12,800
117,24,10,800
118,20,6,800
119,32,18,800
120,37,23,800
121,37,23,800
122,45,31,800
123,50,36,800
124,60,46,800
125,55,41,800
126,48,34,800
127,43,29,800
128,49,35,800
129,43,29,800
130,41,27,800
131,40,26,800
132,46,32,800
133,40,26,800
134,38,24,800
135,49,35,800
136,37,23,800
137,50,36,800
138,38,24,800
139,49,35,800
140,36,22,800
141,56,42,800
142,34,20,800
143,45,31,800
144,39,25,800
145,40,26,800
146,51,37,800
147,49,35,800
148,48,34,800
149,58,44,800
150,47,33,800
151,50,36,800
152,36,22,800
153,38,24,800
154,45,31,800
155,36,22,800
156,35,21,800
157,39,25,800
158,44,30,800
159,51,37,800
160,46,32,800
161,50,36,800
162,34,20,800
163,38,24,800
164,77,63,800
165,39,25,800
166,53,39,800
167,37,23,800
168,65,51,800
169,35,21,800
170,53,39,800
171,35,21,800
172,28,14,800
173,55,41,800
174,46,32,800
175,39,25,800
176,38,24,800
177,43,29,800
178,54,40,800
179,51,37,800
180,42,28,800
181,46,32,800
182,46,32,800
183,44,30,800
184,48,34,800
185,37,23,800
186,45,31,800
187,50,36,800
188,41,27,800
189,62,48,800
190,46,32,800
191,53,39,800
192,49,35,800
193,47,33,800
194,33,19,800
195,49,35,800
196,51,37,800
197,55,41,800
198,53,39,800
199,51,37,800
200,59,45,800
201,49,35,800
202,54,40,800
203,60,46,800
204,48,34,800
205,45,31,800
206,38,24,800
207,51,37,800
208,53,39,800
209,36,22,800
210,47,33,800
211,40,26,800
212,47,33,800
213,40,26,800
214,48,34,800
215,42,28,800
216,42,28,800
217,40,26,800
218,35,21,800
219,47,33,800
220,40,26,800
221,47,33,800
222,45,31,800
223,58,44,800
224,41,27,800
225,46,32,800
226,49,35,800
227,37,23,800
228,44,30,800
229,46,32,800
230,56,42,800
231,44,30,800
232,42,28,800
233,52,38,800
234,44,30,800
235,28,14,800
236,42,28,800
237,47,33,800
238,51,37,800
239,40,26,800
240,48,34,800
241,45,31,800
242,45,31,800
243,41,27,800
244,49,35,800
245,39,25,800
246,47,33,800
247,34,20,800
248,43,29,800
249,48,34,800
250,48,34,800
251,47,33,800
252,42,28,800
253,39,25,800
254,47,33,800
255,47,33,800
256,49,35,800
257,42,28,800
258,49,35,800
259,39,25,800
260,55,41,800
261,48,34,800
262,47,33,800
263,41,27,800
264,45,31,800
265,36,22,800
266,41,27,800
267,53,39,800
268,48,34,800
269,36,22,800
270,37,23,800
271,42,28,800
272,46,32,800
273,46,32,800
274,48,34,800
275,41,27,800
276,50,36,800
277,41,27,800
278,42,28,800
279,39,25,800
280,60,46,800
281,28,14,800
282,51,37,800
283,42,28,800
284,39,25,800
285,44,30,800
286,57,43,800
287,55,41,800
288,50,36,800
289,48,34,800
290,37,23,800
291,48,34,800
292,43,29,800
293,50,36,800
294,56,42,800
295,54,40,800
296,52,38,800
297,39,25,800
298,50,36,800
299,46,32,800
300,32,18,800
301,43,29,800
302,43,29,800
303,42,28,800
304,35,21,800
305,36,22,800
306,29,15,800
307,31,17,800
308,42,28,800
309,35,21,800
310,34,20,800
311,41,27,800
312,35,21,800
313,32,18,800
314,30,16,800
315,38,24,800
316,38,24,800
317,29,15,800
318,36,22,800
319,35,21,800
320,41,27,800
321,38,24,800
322,30,16,800
323,30,16,800
324,35,21,800
325,28,14,800
326,29,15,800
327,33,19,800
